name,symbol,price,previousClosePrice,openPrice,bid,ask,lowDayRange,highDayRange,low52WeekRange,high52WeekRange,volume,averageVolume,marketCap,beta,priceEarningsRatio,earningsPerShare,forwardDividend,yieldPercent
block inc,SQ,54.64,"59.00,59.00",58.64,54.65 x 1000,None,54.51 , 59.56,51.45 , 255.95,14773226,13785823,32.248B,2.41,N/A,-0.17,N/A ,None
sociedad quimica y minera s.a. adr,SQM,91.51,"93.76,93.76",94.75,91.00 x 1300,None,91.46 , 95.52,46.13 , 115.76,1460711,1700501,26.139B,0.87,12.85,7.12,7.41 ,7.90
sequans communications s a adr,SQNS,3.5000,"3.8000,3.8000",3.8600,3.3800 x 1800,None,3.5000 , 3.8600,2.2800 , 6.2000,40837,64954,167.244M,0.85,N/A,-0.1990,N/A ,None
squarespace inc cl a,SQSP,20.92,"21.54,21.54",21.35,17.75 x 800,None,20.90 , 21.69,14.43 , 48.89,332333,454203,2.91B,N/A,12.09,1.73,N/A ,None
sqz biotechnologies company,SQZ,2.8400,"2.9200,2.9200",2.8700,2.8400 x 1300,None,2.8500 , 2.9200,2.0020 , 15.2700,15586,55025,83.066M,2.35,N/A,-2.6520,N/A ,None
spire inc,SR,69.18,"70.35,70.35",69.86,69.44 x 900,None,69.13 , 71.56,59.60 , 79.24,287222,274775,3.631B,0.37,18.06,3.83,2.74 ,3.89
spire inc [sr/pa],SR-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
spirit realty capital inc,SRC,38.03,"39.38,39.38",39.15,38.09 x 800,None,37.99 , 39.35,34.31 , 50.26,486446,810095,5.185B,1.28,22.77,1.67,2.65 ,6.83
spirit rlty cap inc [src/pa],SRC-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
sempra,SRE,150.54,"151.45,151.45",151.17,140.00 x 900,None,150.19 , 154.06,119.56 , 176.47,1432821,1301265,47.316B,0.69,43.38,3.47,4.58 ,3.02
sempra energy 5.750% junior,SREA,21.38,"21.29,21.29",21.32,20.56 x 900,None,21.08 , 21.66,21.08 , 28.00,93774,48775,N/A,N/A,N/A,N/A,N/A ,None
seritage growth properties,SRG,11.12,"11.13,11.13",11.17,10.20 x 800,None,11.00 , 11.62,4.90 , 17.04,1047158,863509,632.096M,2.81,N/A,-1.78,N/A ,None
stoneridge inc,SRI,21.10,"20.74,20.74",20.51,8.52 x 1100,None,20.22 , 21.58,13.64 , 23.46,213223,79195,576.585M,1.23,N/A,-0.16,N/A ,None
scully royalty ltd,SRL,8.31,"8.20,8.20",8.31,3.32 x 800,None,8.31 , 8.31,7.15 , 11.72,327,7992,123.128M,1.21,21.87,0.38,1.04 ,12.68
sprague resources lp,SRLP,20.00,"19.98,19.98",19.96,0.00 x 1000,None,19.92 , 20.00,12.31 , 20.40,41820,71551,524.764M,0.38,N/A,-3.81,1.74 ,8.68
startek inc,SRT,3.5300,"3.6000,3.6000",3.6700,2.3000 x 1100,None,3.5200 , 3.6700,2.6000 , 5.7900,18204,60195,142.108M,1.40,18.58,0.1900,N/A ,None
the cushing mlp total return fund,SRV,36.99,"36.89,36.89",36.87,36.43 x 800,None,35.83 , 37.58,26.24 , 38.00,41981,12089,80.764M,N/A,4.60,8.05,5.40 ,14.64
simpson manufacturing company,SSD,83.09,"85.88,85.88",85.54,83.26 x 800,None,82.76 , 86.88,75.25 , 141.26,281483,231246,3.587B,1.17,10.39,8.00,1.04 ,1.21
sasol ltd adr,SSL,15.59,"15.77,15.77",15.83,15.20 x 900,None,15.59 , 16.22,15.01 , 28.37,429271,257503,9.812B,2.49,4.89,3.19,0.86 ,5.44
system1 inc,SST,4.8700,"4.9200,4.9200",4.9000,4.7500 x 800,None,4.8000 , 5.2400,4.8000 , 37.1000,273357,339739,548.708M,1.07,40.58,0.1200,N/A ,None
system1 inc wt,SST.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
shutterstock inc,SSTK,47.38,"49.98,49.98",49.83,19.60 x 1000,None,47.31 , 49.94,45.72 , 125.43,206772,336881,1.697B,1.12,20.33,2.33,0.96 ,1.92
signa sports united n.v.,SSU,5.78,"5.60,5.60",5.60,2.26 x 1000,None,5.39 , 5.78,4.42 , 10.50,26221,13298,2.24B,-0.17,N/A,-2.61,N/A ,None
signa sports united n.v. wt,SSU.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
sensata technologies holding n.v.,ST,39.13,"40.54,40.54",40.20,28.87 x 900,None,39.13 , 40.53,36.64 , 65.58,1056259,1484314,6.075B,1.27,19.96,1.96,0.44 ,1.09
istar inc [star/pd],STA-D,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
istar inc [star/pg],STA-G,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
istar inc [star/pi],STA-I,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
stag industrial inc,STAG,31.51,"31.82,31.82",31.73,31.52 x 800,None,31.42 , 32.53,26.56 , 48.27,2388743,1434695,5.771B,0.97,23.69,1.33,1.46 ,4.59
istar financial inc,STAR,10.17,"10.96,10.96",10.86,7.80 x 800,None,10.09 , 10.90,8.27 , 27.75,726949,1186659,878.415M,1.24,145.29,0.07,0.50 ,4.78
stewart information services corp,STC,38.02,"38.65,38.65",38.56,36.59 x 800,None,37.83 , 38.92,37.83 , 81.00,188621,138239,1.031B,1.18,4.44,8.57,1.80 ,4.66
steris corp,STE,165.95,"172.87,172.87",172.30,68.56 x 1200,None,165.81 , 173.37,159.21 , 255.93,466018,604450,16.597B,0.82,43.44,3.82,1.88 ,1.09
st energy transition i [ste.u],STE.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
st energy transition i [ste/w],STE.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
stem inc,STEM,11.72,"13.60,13.60",13.43,11.63 x 1200,None,11.69 , 13.58,5.72 , 27.13,4830829,4102473,1.808B,2.29,9.45,1.24,N/A ,None
st energy transition i cl a,STET,10.07,"10.07,10.07",10.07,10.07 x 900,None,10.07 , 10.07,9.69 , 10.07,2880,44673,303.988M,N/A,N/A,N/A,N/A ,None
srh total return fund inc,STEW,12.12,"12.33,12.33",12.29,4.97 x 900,None,12.12 , 12.54,10.65 , 15.10,40853,67328,1.18B,0.88,28.86,0.42,0.48 ,3.89
sunlands online education group adr,STG,3.8200,"3.7800,3.7800",3.9900,1.5300 x 900,None,3.7700 , 3.8800,2.1600 , 7.0000,4746,8240,53.515M,1.12,0.70,5.4600,N/A ,None
columbia seligman premium technology,STK,24.58,"24.78,24.78",24.81,23.59 x 1200,None,24.57 , 25.26,22.50 , 39.26,23974,34767,397.294M,N/A,2.30,10.70,1.85 ,7.36
stellantis n.v.,STLA,13.37,"13.73,13.73",13.64,13.35 x 2900,None,13.31 , 13.80,11.37 , 21.92,10843847,6338084,42.96B,N/A,2.74,4.88,1.09 ,8.08
stmicroelectronics n.v. adr,STM,30.18,"31.32,31.32",31.18,30.21 x 900,None,30.18 , 31.74,28.35 , 52.15,4650298,3923140,27.998B,1.33,8.20,3.68,0.24 ,0.77
stantec inc,STN,47.19,"48.94,48.94",48.65,47.30 x 800,None,47.14 , 48.85,40.92 , 57.79,59868,84107,5.232B,0.78,37.16,1.27,0.52 ,1.06
scorpio tankers inc,STNG,49.93,"51.52,51.52",52.03,48.03 x 800,None,49.92 , 52.26,11.02 , 52.26,1075162,1077357,2.948B,N/A,N/A,-4.66,0.40 ,0.83
stonemor partners lp,STON,3.5000,"3.4900,3.4900",3.5000,3.5000 x 21500,None,3.4950 , 3.5100,2.0800 , 3.5100,3540424,297728,415.635M,0.82,N/A,-0.5320,N/A ,None
store capital corp,STOR,31.63,"31.73,31.73",31.72,31.61 x 2900,None,31.63 , 31.76,24.48 , 36.13,4987604,5741398,8.941B,1.00,26.58,1.19,1.64 ,5.17
sitio royalties corp,STR,27.69,"28.49,28.49",28.49,25.50 x 800,None,27.66 , 28.68,17.04 , 31.60,348215,329553,2.322B,N/A,24.95,1.11,2.84 ,10.26
starry group holdings wt [stry/w],STR.T,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
supernova partners acquisition iii [stre.u],STR.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
supernova partners acquisition iii [stre/w],STR.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
supernova partners acquisition iii,STRE,9.98,"9.97,9.97",9.98,9.82 x 800,None,9.98 , 9.98,9.67 , 9.98,3,55410,350.59M,N/A,33.27,0.30,N/A ,None
starry group holdings inc cl a,STRY,0.2800,"0.1800,0.1800",0.2024,0.3100 x 3200,None,0.1800 , 0.4700,0.1650 , 10.9000,85914515,2293773,46.705M,N/A,N/A,-1.1040,N/A ,None
state street corp,STT,73.88,"74.40,74.40",74.44,73.38 x 800,None,73.69 , 76.53,58.62 , 104.87,2299090,1987354,27.11B,1.58,10.45,7.07,2.52 ,3.39
state street corp [stt/pg],STT-G,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
stevanato group s.p.a.,STVN,14.29,"15.64,15.64",15.81,5.96 x 1000,None,14.21 , 15.95,13.35 , 27.13,571100,277103,3.783B,N/A,28.30,0.50,0.05 ,0.30
starwood property trust,STWD,20.12,"20.81,20.81",20.69,20.01 x 900,None,20.11 , 20.94,17.69 , 26.36,2964502,2678725,6.419B,1.53,8.28,2.43,1.92 ,9.23
constellation brands inc,STZ,239.26,"243.44,243.44",242.72,235.00 x 1100,None,239.19 , 246.15,207.59 , 261.52,710201,1000075,44.989B,0.98,569.67,0.42,3.20 ,1.30
constellation brd cl b,STZ.B,None,"N/A,N/A",N/A,N/A,None,None,None,None,None,None,N/A,N/A,N/A,N/A,N/A,None,None
suncor energy inc,SU,34.09,"35.04,35.04",35.10,34.00 x 1800,None,34.01 , 35.28,22.22 , 42.72,5598016,5187457,46.553B,1.74,6.94,4.91,1.38 ,3.95
shoulderup technology acquisition c [suac.u],SUA.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
shoulderup technology acquisition c wt [suac/w],SUA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
shoulderup technology acquisition corp cl a,SUAC,10.02,"10.02,10.02",10.03,10.03 x 1000,None,10.01 , 10.03,9.80 , 10.26,210648,47981,418.836M,N/A,N/A,N/A,N/A ,None
sun communities,SUI,129.99,"134.38,134.38",133.37,129.00 x 800,None,129.62 , 134.05,117.63 , 211.79,973596,800921,16.42B,0.67,63.10,2.06,3.52 ,2.62
summit materials inc,SUM,25.12,"26.12,26.12",26.18,20.00 x 900,None,25.12 , 26.51,21.99 , 41.46,974343,751981,2.972B,1.35,10.74,2.34,N/A ,None
sunoco lp,SUN,43.74,"44.85,44.85",44.52,43.60 x 1000,None,43.65 , 44.96,34.26 , 46.95,393341,248726,3.664B,1.40,8.00,5.47,3.30 ,7.36
sunlight financial holdings wt [sunl/w],SUN.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
sunlight financial hldgs inc,SUNL,1.1300,"1.2000,1.2000",1.2200,1.0600 x 1400,None,1.1100 , 1.2200,0.9600 , 5.9000,401221,1054678,147.914M,N/A,N/A,-3.1080,N/A ,None
superior industries international,SUP,4.4700,"4.6700,4.6700",4.6100,3.4000 x 800,None,4.3600 , 4.6500,2.8800 , 6.0600,141870,93193,120.762M,3.88,N/A,-1.3040,N/A ,None
grupo supervielle s.a. adr,SUPV,1.9100,"1.9300,1.9300",1.9000,1.2000 x 800,None,1.8600 , 1.9250,1.2000 , 2.4130,289720,272296,353.6M,2.13,N/A,-0.2150,N/A ,None
suzano papel e celul adr,SUZ,9.96,"10.27,10.27",10.26,9.97 x 900,None,9.96 , 10.39,7.70 , 12.82,1056415,1588709,13.041B,0.88,3.88,2.57,0.14 ,1.33
switch inc,SWCH,33.95,"33.99,33.99",34.00,33.91 x 1800,None,33.94 , 34.01,23.00 , 34.10,3149512,1875556,8.202B,0.61,789.53,0.04,0.21 ,0.62
solarwinds corp,SWI,8.70,"9.34,9.34",9.27,8.73 x 800,None,8.70 , 9.27,7.51 , 17.24,369321,379893,1.4B,0.89,N/A,-0.31,N/A ,None
stanley black & decker inc,SWK,73.28,"76.59,76.59",76.02,73.00 x 900,None,73.24 , 77.38,70.24 , 199.20,1946603,1935003,10.841B,1.28,19.81,3.70,3.20 ,4.18
southwestern energy company,SWN,6.65,"6.80,6.80",6.82,6.65 x 28000,None,6.61 , 6.94,3.81 , 9.87,25391456,32034617,7.339B,1.26,2.85,2.33,N/A ,None
stanley black & decker inc,SWT,47.33,"49.47,49.47",47.95,48.16 x 1000,None,47.33 , 49.81,45.95 , 114.00,259736,79931,N/A,N/A,N/A,N/A,N/A ,None
southwest gas corp,SWX,71.46,"72.61,72.61",72.61,69.96 x 800,None,71.43 , 74.44,62.60 , 95.62,622999,538898,4.788B,0.21,30.54,2.34,2.48 ,3.42
swiss helvetia fund,SWZ,7.12,"7.14,7.14",7.14,6.60 x 900,None,7.11 , 7.22,6.56 , 10.13,9459,23918,94.072M,0.78,4.37,1.63,0.67 ,9.30
suncoke energy inc,SXC,7.45,"7.55,7.55",7.50,7.46 x 1100,None,7.38 , 7.67,5.72 , 9.82,1055763,741057,621.347M,1.15,7.53,0.99,0.32 ,4.24
standex international corp,SXI,97.55,"100.66,100.66",99.99,40.33 x 800,None,97.54 , 101.99,79.02 , 121.45,56992,42781,1.168B,1.13,19.24,5.07,1.12 ,1.15
sensient technologies corp,SXT,67.40,"70.43,70.43",70.04,65.20 x 800,None,67.39 , 70.61,63.17 , 106.32,150295,172040,2.833B,0.90,20.42,3.30,1.64 ,2.33
synchrony financial,SYF,34.94,"35.90,35.90",35.85,34.70 x 2200,None,34.83 , 36.43,27.22 , 51.08,5140777,5064715,15.742B,1.55,5.64,6.19,0.92 ,2.56
synchrony financial 5.625% prf perpetual usd 25,SYF-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
stryker corp,SYK,211.97,"220.09,220.09",219.68,210.00 x 1100,None,211.78 , 220.35,188.84 , 280.43,2354010,1419906,80.216B,0.97,34.24,6.19,2.78 ,1.26
sysco corp,SYY,81.45,"84.11,84.11",83.21,81.00 x 900,None,81.30 , 83.69,68.05 , 91.53,4543787,2385692,41.276B,N/A,31.82,2.56,1.96 ,2.33
the cushing renaissance fund,SZC,40.78,"40.12,40.12",39.89,38.28 x 900,None,39.60 , 40.82,35.17 , 50.87,17916,9721,106.108M,N/A,22.17,1.84,2.56 ,6.27
at&t inc,T,18.43,"18.35,18.35",18.27,18.38 x 1100,None,18.26 , 18.80,14.46 , 21.53,47127416,45272670,131.332B,0.65,6.78,2.72,1.11 ,6.02
at&t inc 5% prf perpetual usd 25 1/1000th int se,T-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
at&t inc 4.75% prf perpetual usd 25 1/1000th int,T-C,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
transalta corp,TAC,8.56,"8.66,8.66",8.71,8.54 x 3000,None,8.54 , 8.80,7.55 , 12.13,432525,437601,2.321B,1.15,N/A,-1.03,0.14 ,1.63
takeda pharmaceutical co. ltd adr,TAK,13.13,"13.28,13.28",13.26,12.86 x 1000,None,13.12 , 13.35,12.28 , 15.36,2384029,2888935,40.93B,0.75,28.54,0.46,0.73 ,5.50
tal education group adr,TAL,4.9600,"4.8600,4.8600",4.8000,4.9100 x 2200,None,4.7000 , 5.1600,1.6000 , 6.7200,5423040,5897509,3.218B,-0.09,N/A,-1.7630,N/A ,None
talos energy inc,TALO,21.05,"21.79,21.79",22.00,19.00 x 800,None,20.91 , 22.25,8.57 , 25.49,1533135,1313829,1.738B,2.34,9.19,2.29,N/A ,None
molson coors brewing company,TAP,49.34,"48.81,48.81",49.13,49.00 x 900,None,49.10 , 50.78,42.60 , 60.12,2742565,1233631,10.729B,N/A,14.68,3.36,1.52 ,3.01
molson coors brewing cl a,TAP.A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
taro pharm inds,TARO,28.90,"30.06,30.06",30.06,18.99 x 1000,None,28.80 , 30.06,28.26 , 58.96,14233,22059,1.086B,0.74,12.19,2.37,N/A ,None
at&t inc 5.350% global notes due 2066,TBB,21.37,"21.34,21.34",21.35,21.10 x 800,None,21.25 , 21.54,21.21 , 26.18,59284,87664,131.207B,N/A,4.17,N/A,N/A ,None
at&t inc 5.625% global notes due 2067,TBC,22.27,"22.16,22.16",22.28,21.61 x 800,None,22.16 , 22.49,22.10 , 27.22,53533,46712,N/A,N/A,N/A,N/A,N/A ,None
trueblue inc,TBI,19.50,"19.70,19.70",19.83,13.78 x 800,None,19.40 , 20.07,15.77 , 30.32,159036,167087,638.013M,1.47,8.78,2.22,N/A ,None
transcontinental realty investors,TCI,40.61,"40.04,40.04",39.86,38.11 x 1100,None,39.86 , 40.71,37.01 , 47.76,2182,7156,350.843M,0.59,7.42,5.47,N/A ,None
tricon residential inc,TCN,8.47,"8.51,8.51",8.51,7.00 x 2200,None,8.37 , 8.70,7.83 , 17.23,1864779,807140,2.32B,1.38,2.96,2.86,0.23 ,2.75
trajectory alpha acquisition [tcoa.u],TCO.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
the container store group inc,TCS,4.4900,"5.1000,5.1000",4.8700,4.5000 x 900,None,4.4500 , 4.9640,4.4500 , 14.0500,801643,432925,231.385M,N/A,3.01,1.4900,N/A ,None
toronto dominion bank,TD,63.51,"64.37,64.37",64.23,63.56 x 800,None,63.42 , 65.03,57.27 , 86.02,1544690,1816251,115.877B,0.85,11.10,5.72,2.62 ,4.06
teradata corp,TDC,30.63,"32.08,32.08",31.98,29.81 x 800,None,30.59 , 32.03,28.65 , 57.08,823990,912221,3.149B,1.02,41.39,0.74,N/A ,None
tdcx inc adr,TDCX,11.70,"12.88,12.88",12.79,9.03 x 800,None,11.67 , 12.89,6.52 , 28.03,214656,224343,1.705B,N/A,22.50,0.52,N/A ,None
templeton dragon fund,TDF,8.05,"7.80,7.80",7.88,8.04 x 1800,None,7.88 , 8.10,7.58 , 18.84,280289,145848,272.123M,0.59,1.02,7.91,1.30 ,17.03
transdigm group inc,TDG,557.71,"575.52,575.52",569.52,300.00 x 1300,None,556.75 , 578.26,499.63 , 686.06,215521,256340,30.247B,1.43,42.93,12.99,N/A ,None
teladoc health inc,TDOC,28.04,"28.88,28.88",28.85,27.56 x 900,None,28.04 , 30.15,23.08 , 156.82,4965036,4701440,4.548B,0.93,N/A,-43.42,N/A ,None
telephone & data systems,TDS-U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
telephone and data systems inc,TDS-V,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tidewater inc,TDW,32.19,"31.90,31.90",31.95,27.88 x 900,None,31.23 , 33.48,9.75 , 35.48,470942,495459,1.471B,1.33,N/A,-2.57,N/A ,None
tidewater inc [tdw/wa],TDW.A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tidewater inc [tdw/wb],TDW.B,None,"N/A,N/A",N/A,N/A,None,None,None,None,None,None,N/A,N/A,N/A,N/A,N/A,None,None
teledyne technologies inc,TDY,390.68,"400.96,400.96",400.28,392.07 x 800,None,390.42 , 403.05,325.00 , 493.97,410378,256539,18.309B,1.06,25.42,15.37,N/A ,None
ecofin sustainable and social impact term fund,TEAF,13.33,"13.43,13.43",13.39,12.37 x 800,None,13.27 , 13.57,12.46 , 15.49,12338,25268,179.836M,N/A,10.18,1.31,1.08 ,8.04
teck resources ltd,TECK,30.43,"31.35,31.35",31.21,30.30 x 1400,None,30.39 , 31.86,24.72 , 45.90,7341306,4336592,15.596B,1.19,4.94,6.16,0.37 ,1.17
templeton emerging markets,TEI,4.6600,"4.7500,4.7500",4.7800,4.6400 x 1000,None,4.6101 , 4.7900,4.3300 , 7.8900,105795,184753,222.857M,0.50,61.32,0.0760,0.55 ,12.03
te connectivity ltd,TEL,113.64,"123.44,123.44",117.15,110.90 x 800,None,113.02 , 118.38,104.76 , 166.44,3945921,1356240,36.347B,1.31,14.87,7.64,2.24 ,1.81
tenneco automotive,TEN,19.84,"19.87,19.87",19.86,19.84 x 45900,None,19.84 , 19.90,9.51 , 19.90,4632376,1773212,1.656B,1.74,N/A,-0.83,N/A ,None
telecom argentina stet france telecom adr,TEO,4.1200,"4.2500,4.2500",4.2900,3.9400 x 1200,None,4.1100 , 4.3000,3.7200 , 6.5900,106146,98384,2.361B,0.80,6.44,0.6400,0.31 ,7.39
teva pharmaceutical industries ltd adr,TEVA,8.76,"9.12,9.12",9.06,8.71 x 2900,None,8.71 , 9.10,6.78 , 11.34,11238649,10404895,9.75B,1.27,N/A,-0.56,N/A ,None
terex corp,TEX,38.80,"40.97,40.97",40.57,34.00 x 800,None,38.61 , 41.08,26.64 , 51.45,930807,585487,2.619B,1.56,10.18,3.81,0.52 ,1.27
truist financial corp,TFC,43.92,"44.82,44.82",44.37,43.86 x 1000,None,43.89 , 45.33,40.01 , 68.95,8966266,6038314,58.272B,1.09,10.10,4.35,2.08 ,4.64
truist financial corp [tfc/pi],TFC-I,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
truist financial corp [tfc/po],TFC-O,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
truist financial corp [tfc/pr],TFC-R,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tfi international inc,TFII,91.46,"92.70,92.70",92.30,90.80 x 800,None,91.17 , 94.50,71.63 , 116.19,530734,256976,7.997B,1.53,11.67,7.84,1.40 ,1.58
triple flag precious metals corp,TFPM,11.48,"11.26,11.26",11.47,4.75 x 3000,None,11.30 , 12.18,10.83 , 13.30,23435,11656,1.801B,N/A,39.59,0.29,0.20 ,1.77
terra income fund 6 llc,TFSA,22.33,"22.01,22.01",22.10,20.10 x 1000,None,22.10 , 22.33,19.41 , 26.25,248,1440,N/A,N/A,N/A,N/A,N/A ,None
teleflex inc,TFX,208.40,"219.24,219.24",218.18,209.81 x 800,None,208.25 , 218.77,182.65 , 356.81,421182,388650,9.775B,1.09,23.93,8.71,1.36 ,0.62
tredegar corp,TG,10.36,"10.56,10.56",10.51,10.42 x 1800,None,10.31 , 10.72,9.43 , 13.19,121508,109140,352.059M,0.86,5.95,1.74,0.52 ,4.92
textainer group holdings,TGH,29.19,"29.91,29.91",29.63,29.00 x 800,None,29.16 , 30.71,25.47 , 41.89,414780,307440,1.361B,1.37,4.94,5.91,1.00 ,3.34
textainer group holdings ltd,TGH-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
textainer group holdings ltd,TGH-B,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
triumph group,TGI,9.11,"9.65,9.65",9.52,8.93 x 800,None,9.00 , 9.56,7.84 , 27.85,893195,662865,591.879M,2.72,N/A,-0.66,N/A ,None
tecnoglass inc,TGLS,19.90,"20.81,20.81",20.66,19.91 x 1000,None,19.90 , 21.01,16.05 , 34.90,64903,130051,948.729M,1.80,10.53,1.89,0.30 ,1.44
tegna inc,TGNA,20.53,"20.79,20.79",20.70,20.56 x 1100,None,20.51 , 20.82,17.94 , 23.04,886726,1099995,4.58B,0.77,8.77,2.34,0.38 ,1.83
kimbell tiger acquisition corp cl a,TGR,10.18,"10.18,10.18",10.17,4.08 x 1100,None,10.13 , 10.19,9.94 , 10.76,41580,32346,292.676M,N/A,N/A,-0.09,N/A ,None
kimbell tiger acquisition corp,TGR.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
transportadora de gas sa ord b adr,TGS,9.05,"9.08,9.08",9.14,9.05 x 1000,None,8.95 , 9.27,4.05 , 9.27,187799,138270,2.579B,1.08,8.79,1.03,N/A ,None
target corp,TGT,160.20,"164.59,164.59",164.58,159.44 x 900,None,160.08 , 165.89,137.16 , 268.98,3231182,3694601,73.734B,1.02,18.14,8.83,4.32 ,2.62
tenet healthcare corp,THC,41.56,"45.65,45.65",45.04,39.00 x 800,None,41.56 , 45.05,36.69 , 92.65,3446433,1657048,4.494B,2.39,7.80,5.33,N/A ,None
kimbell tiger acquisition corp wt,TGR.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
the hanover insurance group,THG,141.54,"143.25,143.25",142.10,56.86 x 800,None,137.91 , 143.27,121.69 , 155.55,224935,176742,5.044B,0.67,15.71,9.01,3.00 ,2.07
thor industries,THO,76.82,"83.03,83.03",82.13,74.37 x 1100,None,76.72 , 82.13,66.26 , 115.47,974383,856334,4.123B,1.67,4.03,19.05,1.80 ,2.17
tekla healthcare opportunities,THQ,19.64,"19.94,19.94",19.86,19.50 x 1000,None,19.64 , 20.25,17.75 , 25.74,140504,102001,812.234M,N/A,7.36,2.67,1.35 ,6.77
thermon group holdings inc,THR,17.33,"18.19,18.19",18.05,7.17 x 800,None,17.33 , 18.22,13.26 , 20.35,152374,139300,580.118M,1.24,20.88,0.83,N/A ,None
treehouse foods,THS,49.61,"49.93,49.93",49.82,47.52 x 900,None,49.18 , 50.92,29.47 , 51.04,269341,467203,2.78B,0.39,N/A,-0.30,N/A ,None
tekla world healthcare fund,THW,13.66,"13.64,13.64",13.59,13.64 x 1000,None,13.58 , 13.94,12.51 , 17.08,66345,92798,512.158M,N/A,11.78,1.16,1.40 ,10.27
tim s.a. adr,TIMB,12.72,"13.04,13.04",13.04,12.70 x 1200,None,12.70 , 13.14,10.71 , 15.61,299143,570565,6.158B,0.62,12.11,1.05,0.59 ,4.61
tiga acquisition corp unit [tinv.u],TIN.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tiga acquisition corp wt [tinv/w],TIN.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tiga acquisition corp cl a,TINV,10.45,"10.44,10.44",10.46,10.45 x 29200,None,10.45 , 10.46,10.09 , 10.46,488072,81112,360.525M,N/A,29.03,0.36,N/A ,None
team inc,TISI,0.7463,"0.7179,0.7179",0.7600,0.7420 x 800,None,0.7300 , 0.8102,0.5200 , 3.0700,788612,1142817,32.258M,2.01,N/A,-5.6410,N/A ,None
telus international [cda] inc subordinate voting,TIXT,23.78,"24.62,24.62",24.57,23.55 x 1000,None,23.75 , 24.75,20.73 , 38.63,117674,89940,6.332B,N/A,43.24,0.55,N/A ,None
tjx companies,TJX,70.29,"71.76,71.76",71.66,70.00 x 900,None,70.27 , 72.69,53.69 , 77.35,4224014,5111570,81.61B,0.86,25.10,2.80,1.18 ,1.64
teekay shipping corp,TK,4.0700,"4.1800,4.1800",4.1600,3.9500 x 1300,None,4.0500 , 4.1650,2.5400 , 4.2000,1212681,621360,414.619M,0.78,N/A,-0.2100,N/A ,None
turkcell iletisim hizmetleri as adr,TKC,3.6100,"3.5900,3.5900",3.5700,3.5800 x 800,None,3.5500 , 3.6700,2.3300 , 4.4600,404704,525528,3.169B,0.68,10.62,0.3400,0.08 ,2.22
timken company,TKR,69.23,"72.19,72.19",71.25,44.69 x 1400,None,69.10 , 72.11,50.85 , 78.52,721856,516817,5.036B,1.54,13.90,4.98,1.24 ,1.72
tlg acquisition one corp wt [tlga/w],TLG.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tlg acquisition one corp cl a,TLGA,9.95,"9.95,9.95",9.94,9.91 x 3000,None,9.94 , 9.96,9.68 , 9.96,139245,81021,497.75M,N/A,32.11,0.31,N/A ,None
