name,symbol,price,previousClosePrice,openPrice,bid,ask,lowDayRange,highDayRange,low52WeekRange,high52WeekRange,volume,averageVolume,marketCap,beta,priceEarningsRatio,earningsPerShare,forwardDividend,yieldPercent
sportradar group ag cl a,SRAD,9.52,"9.68,9.68",9.90,9.51 x 800,None,9.48 , 9.98,7.10 , 24.54,155702,273723,2.827 ,N/A,105.78,0.09,N/A ,None
social reality inc,SRAX,1.7000,"1.8100,1.8100",1.8000,1.6900 x 2200,None,1.6801 , 1.8000,1.3500 , 6.5000,18564,65771,44.736 ,1.61,24.29,0.0700,N/A ,None
1st source corp,SRCE,57.28,"56.11,56.11",56.57,57.24 x 800,None,56.57 , 57.39,42.29 , 59.94,11486,45803,1.412 ,0.99,12.19,4.70,1.28 ,2.28
surmodics inc,SRDX,34.33,"34.55,34.55",34.78,33.82 x 800,None,33.05 , 34.78,28.28 , 58.95,9707,35979,480.792 ,0.96,N/A,-0.76,N/A ,None
stericycle inc,SRCL,46.36,"45.24,45.24",46.03,46.33 x 800,None,45.12 , 46.58,39.63 , 63.18,411390,469625,4.273 ,1.27,N/A,-0.74,N/A ,None
gx superdividend reit etf,SRET,7.14,"6.95,6.95",7.08,7.13 x 3100,None,7.05 , 7.16,6.59 , 9.91,74920,139703,274.56 ,7.19,N/A,8.73%,None,None
surgalign hldg inc,SRGA,1.8200,"2.0000,2.0000",1.9500,1.7700 x 1000,None,1.7500 , 1.9500,1.7500 , 33.9000,154696,79681,12.279 ,1.97,N/A,-14.8540,N/A ,None
sorrento therpt,SRNE,1.4550,"1.4800,1.4800",1.5300,1.4600 x 21500,None,1.4100 , 1.5600,1.1500 , 6.9900,6292947,7749067,654.68 ,2.27,N/A,-1.5270,N/A ,None
sarepta therapeutics,SRPT,102.53,"105.01,105.01",105.01,102.48 x 1100,None,100.15 , 105.79,61.28 , 120.23,917862,1107418,8.978 ,1.12,N/A,-4.28,N/A ,None
scholar rock holding corp,SRRK,8.19,"8.81,8.81",8.84,8.22 x 800,None,7.85 , 9.01,4.32 , 36.43,103911,283253,422.936 ,0.63,N/A,-3.03,N/A ,None
sarissa capital acquisition corp,SRSAU,10.03,"10.03,10.03",10.04,0.00 x 900,None,10.03 , 10.04,9.80 , 10.50,258,1036,N/A,N/A,22.04,0.46,N/A ,None
sarissa capital acquisition corp cl a,SRSA,10.05,"10.05,10.05",10.05,0.00 x 38500,None,10.05 , 10.05,9.72 , 10.80,7304,80521,251.25 ,N/A,22.09,0.46,N/A ,None
sensus healthcare inc,SRTS,6.55,"13.00,13.00",8.09,6.61 x 1300,None,6.48 , 8.47,4.00 , 15.25,3243905,388737,108.442 ,0.73,4.23,1.55,N/A ,None
sarissa capital acquisition corp wt,SRSAW,0.0009,"0.0009,0.0009",1.0500,1.0200 x 1000,None,0.0009 , 0.0009,0.0009 , 1.7500,55000,9991,N/A,N/A,N/A,N/A,N/A ,None
consonance-hfw acq corp,SRZN,2.0200,"2.1300,2.1300",2.1000,1.9900 x 1400,None,1.9500 , 2.1400,1.9200 , 10.3540,16139,7864,70.948 ,N/A,N/A,-1.7170,N/A ,None
consonance-hfw acq corp wt,SRZNW,0.2219,"0.1868,0.1868",1.6900,0.6800 x 900,None,0.1990 , 0.2469,0.1990 , 0.2469,2629,N/A,N/A,N/A,N/A,N/A,N/A ,None
science strategic acquisition corp alpha cl a,SSAA,10.00,"10.00,10.00",10.01,0.00 x 1200,None,10.00 , 10.01,9.70 , 10.01,183400,44720,388.125 ,N/A,18.87,0.53,N/A ,None
science strategic acquisition corp alpha,SSAAU,10.00,"10.00,10.00",10.00,10.00 x 36100,None,10.00 , 10.00,9.76 , 10.07,10200,10992,N/A,N/A,116.28,0.09,N/A ,None
science strategic acquisition corp alpha wt,SSAAW,0.0040,"0.0040,0.0040",0.7400,0.6847 x 1800,None,0.0004 , 0.0086,0.0004 , 0.0086,39000,N/A,N/A,N/A,N/A,N/A,N/A ,None
southstate corp,SSB,89.86,"87.36,87.36",88.62,89.41 x 1800,None,88.20 , 89.86,72.26 , 93.34,157129,319757,6.8 ,0.79,14.42,6.23,2.00 ,2.29
summit state bank,SSBI,14.94,"15.02,15.02",14.91,14.93 x 1800,None,14.83 , 15.09,14.05 , 17.98,8453,6312,100.62 ,0.53,6.28,2.38,0.48 ,3.19
southern states bancshares inc,SSBK,28.95,"28.90,28.90",29.00,28.91 x 1800,None,28.95 , 29.40,19.00 , 30.25,2785,15000,252.036 ,N/A,12.92,2.24,0.36 ,1.25
silver spike investment corp,SSIC,10.39,"10.16,10.16",10.18,10.36 x 900,None,10.16 , 10.39,7.70 , 15.40,5191,5456,64.57 ,N/A,N/A,N/A,N/A ,None
strata skin scien,SSKN,0.9000,"0.8944,0.8944",0.8220,0.9000 x 2900,None,0.8220 , 0.9250,0.7400 , 1.8800,4835,26793,31.251 ,1.87,N/A,-0.0810,N/A ,None
ss&c technologies,SSNC,48.92,"48.26,48.26",48.58,48.66 x 900,None,48.00 , 49.33,45.25 , 84.85,889856,1515070,12.475 ,1.47,18.67,2.62,0.80 ,1.56
silversun technologies inc cl a,SSNT,4.5281,"4.4900,4.4900",4.4800,4.4500 x 800,None,4.4000 , 4.6600,2.2500 , 9.6000,11601,324998,23.257 ,1.26,N/A,-0.1050,N/A ,None
e.w. scripps company,SSP,13.40,"13.85,13.85",14.11,13.39 x 1100,None,13.24 , 14.11,11.22 , 23.61,137262,221681,1.118 ,1.78,9.12,1.47,N/A ,None
sutter rock capital corp,SSSS,4.0300,"4.0000,4.0000",4.0700,4.0400 x 1100,None,4.0100 , 4.1200,3.6200 , 16.1200,64490,191542,114.185 ,1.55,3.70,1.0900,5.11 ,126.80
suro capital corp 6.00%,SSSSL,23.79,"23.79,23.79",23.25,23.16 x 1000,None,22.82 , 23.79,22.07 , 25.95,77,687,N/A,N/A,N/A,N/A,N/A ,None
ssr mining inc,SSRM,14.01,"12.96,12.96",13.59,13.99 x 2200,None,13.55 , 14.07,12.84 , 24.58,1499573,1655993,2.929 ,0.98,10.08,1.39,0.28 ,2.01
shotspotter inc,SSTI,34.13,"34.41,34.41",34.77,34.06 x 800,None,33.40 , 34.77,22.63 , 40.33,19309,42800,414.925 ,1.30,N/A,-0.35,N/A ,None
stratasys ltd,SSYS,13.68,"13.71,13.71",13.79,13.62 x 800,None,13.48 , 14.04,12.69 , 38.14,193815,438540,913.152 ,1.35,N/A,-0.99,N/A ,None
staar surgical company,STAA,60.85,"59.84,59.84",61.41,60.84 x 1200,None,60.11 , 62.56,49.03 , 120.24,516944,486353,2.923 ,1.16,84.51,0.72,N/A ,None
statera biopharma inc,STAB,0.1280,"0.1245,0.1245",0.1240,0.1279 x 800,None,0.1177 , 0.1296,0.1100 , 4.1800,1464819,2857596,6.822 ,N/A,N/A,-0.7620,N/A ,None
staffing 360 solutions inc,STAF,2.4800,"2.4500,2.4500",2.4500,2.3300 x 1000,None,2.4400 , 2.4900,2.3100 , 19.6000,3509,231217,6.034 ,1.12,0.33,7.4100,N/A ,None
s&t bancorp inc,STBA,37.59,"36.57,36.57",36.65,37.43 x 800,None,36.63 , 37.60,26.51 , 38.21,45979,124042,1.466 ,0.75,12.53,3.00,1.24 ,3.39
starbox group holdings ltd,STBX,1.6900,"1.6900,1.6900",1.7000,1.6800 x 800,None,1.6700 , 1.7400,1.3700 , 46.2100,93964,2198888,76.05 ,N/A,28.17,0.0600,N/A ,None
steel connect inc,STCN,1.3600,"1.3600,1.3600",1.3300,1.3500 x 1300,None,1.3300 , 1.3600,0.9200 , 1.8700,246960,160900,82.32 ,0.51,N/A,-0.4210,N/A ,None
stellar bancorp inc,STEL,35.98,"34.41,34.41",34.33,35.84 x 1000,None,34.33 , 35.98,26.11 , 35.98,191700,317860,1.901 ,N/A,24.31,1.48,0.52 ,1.58
stepstone group inc cl a,STEP,29.58,"28.66,28.66",28.39,29.30 x 800,None,28.27 , 30.43,22.39 , 55.19,281303,226318,3.309 ,1.28,11.38,2.60,0.80 ,2.71
sterling check corp,STER,14.66,"18.09,18.09",18.36,14.38 x 1400,None,14.03 , 18.36,14.03 , 28.76,465416,152120,1.413 ,N/A,N/A,-0.15,N/A ,None
stagwell inc,STGW,6.59,"7.02,7.02",7.11,6.44 x 1200,None,6.16 , 7.11,4.80 , 11.04,396237,401084,3.143 ,N/A,219.83,0.03,N/A ,None
neuronetics inc,STIM,3.6200,"3.4800,3.4800",3.4500,3.5500 x 1400,None,3.2650 , 3.6375,1.9800 , 5.9100,84878,118868,97.823 ,2.04,N/A,-1.3220,N/A ,None
semantix inc,STIX,1.6200,"1.5500,1.5500",1.5200,1.6000 x 1000,None,1.4800 , 1.7865,1.2900 , 11.3400,7985,110181,130.397 ,N/A,N/A,N/A,N/A ,None
semantix inc wt,STIXW,0.0270,"0.0280,0.0280",0.0319,0.0246 x 1400,None,0.0270 , 0.0300,0.0270 , 0.0300,7714,N/A,N/A,N/A,N/A,N/A,N/A ,None
steakholder foods ltd,STKH,2.0700,"2.1500,2.1500",2.3400,2.0300 x 1100,None,2.0000 , 2.3400,1.4500 , 9.8740,109191,62610,26.193 ,N/A,N/A,N/A,N/A ,None
sunopta inc,STKL,10.93,"10.45,10.45",10.65,10.91 x 800,None,10.56 , 11.05,4.22 , 11.67,778351,1010571,1.177 ,1.47,N/A,-0.05,N/A ,None
steel dynamics inc,STLD,94.93,"91.55,91.55",95.58,94.84 x 900,None,92.86 , 96.34,50.54 , 100.39,1079542,1734620,16.667 ,1.38,4.20,22.62,1.36 ,1.41
the one group,STKS,5.71,"7.00,7.00",6.51,5.60 x 1200,None,5.53 , 6.58,5.53 , 16.44,288569,121889,186.428 ,2.33,7.82,0.73,N/A ,None
stoneco ltd cl a,STNE,10.75,"12.04,12.04",11.99,10.90 x 1800,None,10.75 , 12.10,6.81 , 31.99,10107339,6424417,3.357 ,2.17,N/A,-1.15,N/A ,None
stoke therapeutics inc,STOK,11.60,"11.97,11.97",11.97,11.46 x 900,None,10.94 , 12.00,9.55 , 33.06,142864,240051,457.461 ,0.63,N/A,-2.54,N/A ,None
sarcos technologies and robotics corp,STRC,2.0250,"2.0000,2.0000",2.0400,2.0200 x 900,None,1.9750 , 2.0500,1.7300 , 10.5000,241936,358598,313.47 ,N/A,N/A,-0.7850,N/A ,None
sarcos technologies and robotics corp wt,STRCW,0.1716,"0.1700,0.1700",0.1616,0.1600 x 1000,None,0.1616 , 0.1716,0.1616 , 0.1716,16834,N/A,N/A,N/A,N/A,-0.7850,N/A ,None
sterling infrastructure inc,STRL,32.42,"30.95,30.95",30.94,32.11 x 900,None,30.94 , 32.51,20.46 , 32.51,295337,135684,982.339 ,1.25,11.30,2.87,N/A ,None
streamline health so,STRM,1.7700,"1.7900,1.7900",1.7999,1.7200 x 1000,None,1.7100 , 1.8100,1.0400 , 1.8900,38132,45320,97.503 ,0.90,N/A,-0.1590,N/A ,None
stran & company inc,STRN,1.3950,"1.4400,1.4400",1.4238,1.3900 x 1200,None,1.3700 , 1.4500,1.2800 , 6.9900,37909,127973,26.699 ,N/A,N/A,-0.0030,N/A ,None
stran & company inc wt,STRNW,0.1830,"0.1830,0.1830",0.1999,0.1600 x 1000,None,0.1830 , 0.1830,0.1830 , 0.1830,435,N/A,N/A,N/A,N/A,-0.0030,N/A ,None
sutro biopharma inc,STRO,7.34,"7.37,7.37",7.44,7.32 x 900,None,7.01 , 7.44,3.33 , 23.70,232573,344648,382.865 ,0.88,N/A,-2.47,N/A ,None
star equity hldgs inc,STRR,1.0500,"1.0200,1.0200",1.0300,1.0200 x 1000,None,0.9900 , 1.0600,0.7200 , 3.1000,92615,48054,15.836 ,0.48,N/A,-1.9970,N/A ,None
star equity hldgs inc pr,STRRP,9.60,"9.17,9.17",9.60,9.20 x 1200,None,9.40 , 9.60,8.50 , 15.60,4326,1701,N/A,0.48,N/A,-2.00,1.00 ,10.43
stratus pptys inc,STRS,28.18,"28.26,28.26",29.60,27.38 x 900,None,27.37 , 30.08,22.11 , 46.44,15954,31889,233.141 ,1.01,4.07,6.92,N/A ,None
strattec security,STRT,30.40,"28.87,28.87",29.74,30.00 x 1000,None,29.19 , 30.40,20.65 , 45.21,8213,7935,121.913 ,0.97,14.69,2.07,N/A ,None
satsuma pharmaceuticals inc,STSA,4.4850,"4.8800,4.8800",5.0000,4.5300 x 1800,None,4.3100 , 5.0000,2.5100 , 8.0800,231030,135931,141.67 ,0.53,N/A,-1.7810,N/A ,None
sharps technology inc,STSS,0.9762,"1.0500,1.0500",1.0700,1.0000 x 1000,None,0.9762 , 1.0700,0.8200 , 3.6200,52198,70873,8.988 ,N/A,N/A,-1.1180,N/A ,None
shattuck labs inc,STTK,2.5400,"2.5800,2.5800",2.5700,2.4500 x 900,None,2.3400 , 2.5700,2.3400 , 19.1950,91860,95443,107.65 ,0.98,N/A,-1.3680,N/A ,None
sharps technology inc wt,STSSW,0.2999,"0.2524,0.2524",0.2765,0.2221 x 1200,None,0.2046 , 0.2800,0.2046 , 0.2800,8087,N/A,N/A,N/A,N/A,N/A,N/A ,None
seagate technology hldgs plc,STX,50.91,"48.49,48.49",49.82,50.94 x 800,None,49.65 , 51.36,47.47 , 117.67,2244849,2577768,10.511 ,1.19,9.75,5.22,2.80 ,5.49
sumo logic inc,SUMO,6.95,"7.17,7.17",7.20,6.90 x 1800,None,6.65 , 7.20,6.43 , 17.80,654289,1050954,823.902 ,1.27,N/A,-1.18,N/A ,None
sunworks inc,SUNW,2.1450,"2.1800,2.1800",2.2600,2.1300 x 900,None,2.0500 , 2.2700,1.2300 , 6.5500,701674,1834329,70.658 ,1.86,N/A,-1.0740,N/A ,None
supernus pharm,SUPN,33.81,"34.31,34.31",34.35,33.58 x 1000,None,33.04 , 34.35,24.95 , 36.08,299338,402271,1.809 ,0.96,33.81,1.00,N/A ,None
surface oncology inc,SURF,1.0800,"1.2300,1.2300",1.2300,1.0700 x 1000,None,1.0600 , 1.2320,0.9200 , 7.8480,448849,488745,62.677 ,1.67,N/A,-1.2330,N/A ,None
surgepays,SURG,5.79,"5.25,5.25",5.36,5.62 x 800,None,5.25 , 5.82,1.76 , 7.30,167801,137626,71.87 ,1.56,N/A,-1.47,N/A ,None
surgepays inc wt,SURGW,1.9200,"1.5500,1.5500",1.5401,1.8000 x 1000,None,1.5324 , 1.9800,1.5324 , 1.9800,37761,N/A,N/A,N/A,N/A,N/A,N/A ,None
1-5 year usd corp bond ishares esg etf,SUSB,23.34,"23.28,23.28",23.30,23.33 x 1800,None,23.26 , 23.34,23.18 , 25.90,260776,263584,921.55 ,23.29,N/A,1.44%,None,None
usd corp bond ishares esg etf,SUSC,21.44,"21.42,21.42",21.46,21.43 x 800,None,21.38 , 21.52,21.03 , 27.89,343141,320014,936.92 ,21.50,N/A,2.75%,None,None
ishares esg msci usa leaders etf,SUSL,64.49,"63.67,63.67",64.59,64.41 x 800,None,63.66 , 65.01,59.87 , 85.04,1376002,132320,2.83 ,64.27,N/A,1.64%,None,None
service properties trust,SVC,7.47,"7.55,7.55",7.76,7.51 x 800,None,7.46 , 7.97,4.65 , 12.23,1810698,1466778,1.234 ,N/A,N/A,-2.85,0.80 ,10.39
svf investment corp cl a,SVFA,10.01,"10.03,10.03",10.02,10.01 x 1100,None,10.01 , 10.02,9.71 , 10.88,41823,220604,755.443 ,N/A,17.88,0.56,N/A ,None
svf investment corp,SVFAU,10.01,"10.02,10.02",10.01,10.01 x 3000,None,10.01 , 10.01,8.27 , 11.29,4242,24318,N/A,N/A,12.80,0.78,N/A ,None
svf investment corp wt,SVFAW,0.0522,"0.0456,0.0456",1.6200,1.3100 x 1000,None,0.0361 , 0.0588,0.0200 , 2.2200,71641,50329,N/A,N/A,N/A,N/A,N/A ,None
svf investment corp 2 cl a,SVFB,9.99,"9.99,9.99",9.99,9.99 x 1400,None,9.99 , 9.99,9.71 , 10.23,10186,86645,294.805 ,N/A,N/A,-0.04,N/A ,None
save foods inc,SVFD,1.7162,"1.7400,1.7400",1.8000,1.7100 x 1000,None,1.6800 , 1.8000,1.3700 , 8.7500,13429,137906,7.692 ,2.03,N/A,-2.1380,N/A ,None
spring valley acquisition corp. ii cl a,SVII,10.10,"10.05,10.05",10.09,10.07 x 900,None,10.07 , 10.10,10.00 , 10.20,2402,252740,232.3 ,N/A,N/A,N/A,N/A ,None
spring valley acquisition corp. ii rights,SVIIR,0.1600,"0.1600,0.1600",0.1501,0.1500 x 3100,None,0.1500 , 0.1800,0.1500 , 0.1800,461500,N/A,N/A,N/A,N/A,N/A,N/A ,None
spring valley acquisition corp. ii units,SVIIU,10.33,"10.33,10.33",10.32,10.33 x 1200,None,10.32 , 10.34,10.05 , 10.36,44374,866806,N/A,N/A,N/A,N/A,N/A ,None
spring valley acquisition corp. ii wt,SVIIW,0.2165,"0.2498,0.2498",0.2300,0.2000 x 4000,None,0.2000 , 0.2225,0.2000 , 0.2225,94388,N/A,N/A,N/A,N/A,N/A,N/A ,None
7 acquisition corp cl a,SVNA,10.15,"10.15,10.15",10.17,10.10 x 900,None,10.15 , 10.15,9.80 , 10.17,1,29218,291.812 ,N/A,N/A,N/A,N/A ,None
7 acquisition corp,SVNAU,10.19,"10.19,10.19",10.19,10.14 x 1400,None,10.19 , 10.19,9.97 , 10.19,1,173,N/A,N/A,N/A,N/A,N/A ,None
7 acquisition corp wt,SVNAW,0.1100,"0.1100,0.1100",0.1000,0.0900 x 900,None,0.0925 , 0.1128,0.0925 , 0.1128,140669,N/A,N/A,N/A,N/A,N/A,N/A ,None
savara inc,SVRA,1.1408,"1.1500,1.1500",1.1600,1.1400 x 2200,None,1.1408 , 1.1600,1.0200 , 1.9100,16901,100695,130.1 ,0.79,N/A,-0.2690,N/A ,None
saverone 2014 ltd adr,SVRE,1.6000,"1.5700,1.5700",1.4900,1.5000 x 3000,None,1.4301 , 1.6000,1.2800 , 4.7800,15831,732157,7.63 ,1.67,N/A,N/A,N/A ,None
saverone 2014 ltd wt,SVREW,0.4900,"0.4900,0.4900",0.4900,0.1000 x 1000,None,0.4900 , 0.4900,0.4900 , 0.4900,210,N/A,N/A,N/A,N/A,N/A,N/A ,None
firsthand technology,SVVC,1.2636,"1.3100,1.3100",1.2677,1.2600 x 1000,None,1.2550 , 1.2800,1.2200 , 4.6900,7062,26489,8.71 ,1.47,N/A,-3.6290,N/A ,None
shockwave medical inc,SWAV,274.39,"279.92,279.92",282.15,273.60 x 1300,None,263.44 , 283.69,113.36 , 320.54,485713,510659,9.858 ,1.07,191.88,1.43,N/A ,None
smith & wesson brands inc,SWBI,11.25,"10.95,10.95",11.08,11.22 x 900,None,10.88 , 11.44,9.93 , 24.26,650717,767498,514.964 ,0.94,4.36,2.58,0.40 ,3.50
axs short china internet etf,SWEB,29.65,"31.31,31.31",28.91,28.88 x 900,None,28.64 , 29.65,21.31 , 36.65,2062,1532,2.12 ,32.54,N/A,N/A,None,None
athlon acquisition corp cl a,SWET,9.96,"9.96,9.96",9.94,9.96 x 1400,None,9.94 , 9.96,9.71 , 9.98,20800,72710,343.62 ,N/A,26.21,0.38,N/A ,None
athlon acquisition corp,SWETU,9.96,"9.96,9.96",9.96,9.92 x 1800,None,9.95 , 9.96,9.23 , 10.19,1082,1309,N/A,N/A,67.76,0.15,N/A ,None
athlon acquisition corp wt,SWETW,0.0035,"0.0099,0.0099",0.7100,0.6700 x 1000,None,0.0035 , 0.0050,0.0035 , 0.0050,4100,N/A,N/A,N/A,N/A,N/A,N/A ,None
latham group inc,SWIM,4.3200,"4.4100,4.4100",4.5300,4.3000 x 800,None,4.1950 , 4.7800,3.3400 , 27.2490,525486,658446,505.963 ,N/A,N/A,-0.6590,N/A ,None
sierra wireless in,SWIR,29.22,"29.33,29.33",29.43,29.25 x 1200,None,29.09 , 29.43,13.44 , 30.97,895065,1149853,1.141 ,1.54,N/A,-1.92,N/A ,None
swk holdings corp,SWKH,18.72,"18.67,18.67",18.12,18.62 x 800,None,18.12 , 18.76,16.06 , 19.98,5544,12707,240.153 ,0.22,19.30,0.97,N/A ,None
skyworks solutions,SWKS,87.93,"82.34,82.34",86.32,87.93 x 1400,None,85.69 , 89.31,76.16 , 169.29,4099057,1957554,14.108 ,1.22,11.16,7.88,2.48 ,2.88
springwater special situations corp,SWSS,10.05,"10.05,10.05",10.06,10.01 x 3000,None,10.04 , 10.06,9.75 , 10.10,1,39326,225.942 ,N/A,N/A,-0.05,N/A ,None
springwater special situations corp,SWSSU,10.03,"10.03,10.03",10.03,10.02 x 1000,None,10.03 , 10.03,9.90 , 10.74,1700,2893,N/A,N/A,N/A,-0.05,N/A ,None
springwater special situations corp wt,SWSSW,0.0500,"0.0400,0.0400",0.0500,0.0224 x 1200,None,0.0500 , 0.0500,0.0500 , 0.0500,100,N/A,N/A,N/A,N/A,N/A,N/A ,None
springworks therapeutics inc,SWTX,23.90,"23.40,23.40",24.13,23.77 x 900,None,22.99 , 24.95,13.60 , 77.70,1012809,922964,1.491 ,0.77,N/A,-4.23,N/A ,None
swvl holdings corp cl a,SWVL,0.5000,"0.5000,0.5000",0.5066,0.4775 x 1100,None,0.4700 , 0.5250,0.4700 , 11.4000,220066,740312,67.562 ,N/A,N/A,"-2,504.0000",N/A ,None
swvl holdings corp wt,SWVLW,0.0151,"0.0218,0.0218",0.0220,0.0153 x 1300,None,0.0150 , 0.0216,0.0150 , 0.0216,166407,N/A,N/A,N/A,N/A,N/A,N/A ,None
china sxt pharmaceuticals inc,SXTC,0.6399,"0.5776,0.5776",0.5812,0.6200 x 1000,None,0.5700 , 0.6500,0.0900 , 2.2800,148027,436503,1.72 ,0.65,N/A,-9.6470,N/A ,None
so-young international inc adr,SY,0.5769,"0.5102,0.5102",0.5255,0.5699 x 3000,None,0.5210 , 0.6116,0.5000 , 5.0000,456721,388239,61.06 ,0.80,N/A,-0.0420,N/A ,None
stock yards bancorp,SYBT,74.87,"73.52,73.52",73.84,74.26 x 1100,None,73.33 , 74.92,50.83 , 78.71,75948,64795,2.189 ,0.67,23.84,3.14,1.16 ,1.49
synlogic inc,SYBX,0.7900,"0.7976,0.7976",0.8200,0.7673 x 1000,None,0.7570 , 0.8349,0.7570 , 3.0000,118009,160531,55.481 ,1.21,N/A,-0.9740,N/A ,None
symbotic inc,SYM,10.28,"10.23,10.23",10.31,10.28 x 1000,None,9.92 , 10.81,9.01 , 28.48,111215,233923,5.686 ,N/A,N/A,-23.79,N/A ,None
synaptics inc,SYNA,88.19,"82.54,82.54",86.11,87.84 x 800,None,84.57 , 88.56,81.13 , 299.39,811724,552996,3.527 ,1.53,13.72,6.43,N/A ,None
syneos health inc,SYNH,25.70,"47.81,47.81",32.60,25.69 x 900,None,22.90 , 32.60,22.90 , 104.18,7347854,735831,2.638 ,1.78,9.66,2.66,N/A ,None
sypris solutions,SYPR,1.9900,"2.0000,2.0000",1.9486,1.9700 x 4000,None,1.9302 , 2.0000,1.7100 , 4.1000,2850,65956,44.047 ,1.28,199.00,0.0100,N/A ,None
syros pharmaceuticals,SYRS,4.1600,"4.2000,4.2000",4.2200,4.0800 x 800,None,4.0601 , 4.3338,3.9200 , 46.5000,63348,235455,84.183 ,1.62,N/A,-1.5480,N/A ,None
siyata mobile inc wt,SYTAW,0.0668,"0.0700,0.0700",0.9890,0.9511 x 1200,None,0.0668 , 0.0702,0.0668 , 0.0702,9713,N/A,N/A,N/A,N/A,N/A,N/A ,None
siyata mobile inc,SYTA,0.1320,"0.1213,0.1213",0.1268,0.1284 x 1000,None,0.1210 , 0.1331,0.1170 , 7.2000,3346355,2692457,2.36 ,1.74,N/A,-3.8200,N/A ,None
sizzle acquisition corp,SZZL,10.12,"10.14,10.14",10.12,10.12 x 2900,None,10.12 , 10.15,9.75 , 10.70,1872,60015,220.318 ,N/A,N/A,-0.09,N/A ,None
sizzle acquisition corp,SZZLU,10.20,"10.20,10.20",10.11,10.11 x 1400,None,10.20 , 10.20,9.86 , 10.27,1031,466,N/A,N/A,N/A,-0.09,N/A ,None
sizzle acquisition corp wt,SZZLW,0.2474,"0.2474,0.2474",0.2500,0.1900 x 800,None,0.2390 , 0.2500,0.2390 , 0.2500,50,N/A,N/A,N/A,N/A,N/A,N/A ,None
travelcenters of america llc,TA,53.04,"52.08,52.08",53.02,53.16 x 1200,None,51.56 , 53.50,31.19 , 65.33,120336,133820,787.957 ,N/A,6.77,7.83,N/A ,None
transact tech inc,TACT,4.0500,"4.0800,4.0800",4.1001,3.9900 x 1000,None,3.9750 , 4.1200,3.6000 , 13.9900,29633,20298,40.136 ,1.80,N/A,-0.6290,N/A ,None
taitron components,TAIT,4.0700,"4.0200,4.0200",4.0000,4.0000 x 1000,None,3.9600 , 4.0700,3.1600 , 4.9000,13735,11898,24.404 ,1.09,6.46,0.6300,0.20 ,5.00
talkspace inc,TALK,0.6944,"0.6331,0.6331",0.6333,0.6927 x 900,None,0.6333 , 0.7100,0.5200 , 3.8500,427841,562765,109.842 ,0.93,0.65,1.0700,N/A ,None
talkspace inc wt,TALKW,0.0900,"0.1180,0.1180",0.7000,0.5901 x 1000,None,0.0669 , 0.1300,0.0669 , 0.1300,38153,N/A,N/A,N/A,N/A,N/A,N/A ,None
talaris therapeutics inc,TALS,1.6500,"1.4700,1.4700",1.4600,1.6200 x 800,None,1.4300 , 1.6600,1.1600 , 17.2500,262900,184237,67.891 ,N/A,N/A,-1.5110,N/A ,None
tantech holdings,TANH,0.1130,"0.1195,0.1195",0.1260,0.1119 x 800,None,0.1088 , 0.1260,0.0990 , 15.7000,398923,722560,3.308 ,0.20,N/A,-4.2410,N/A ,None
travelcenters of america llc,TANNI,25.21,"25.07,25.07",25.37,25.15 x 900,None,25.00 , 25.37,24.08 , 26.74,6688,4873,997.207 ,N/A,35.16,N/A,N/A ,None
travelcenters of america llc,TANNL,25.00,"25.03,25.03",25.15,24.97 x 900,None,25.00 , 25.15,24.81 , 26.78,9928,4970,988.9 ,N/A,34.87,N/A,N/A ,None
travelcenters of america llc,TANNZ,25.02,"24.97,24.97",25.10,25.00 x 900,None,24.81 , 25.14,24.59 , 26.53,12791,3512,989.691 ,N/A,34.90,N/A,N/A ,None
taoping inc,TAOP,0.6100,"0.6000,0.6000",0.6000,0.6100 x 2200,None,0.6000 , 0.6201,0.5500 , 3.5400,23382,192681,9.51 ,0.78,1.52,0.4000,N/A ,None
artara therapeutics inc,TARA,2.8400,"2.8700,2.8700",2.8500,2.8700 x 1000,None,2.8300 , 3.0700,2.7200 , 7.9700,25235,41231,31.999 ,1.46,N/A,-3.9630,N/A ,None
axs 2x innovation etf,TARK,11.51,"12.14,12.14",12.66,11.39 x 2900,None,10.90 , 12.82,10.76 , 34.80,2480137,1548529,50.18 ,12.31,N/A,N/A,None,None
atlassian corp,TEAM,123.73,"174.17,174.17",131.00,123.62 x 2900,None,115.12 , 133.00,115.12 , 453.00,15554908,1800709,31.544 ,0.97,N/A,-2.86,N/A ,None
bio-techne cp,TECH,303.57,"305.20,305.20",307.58,303.16 x 800,None,296.15 , 308.95,272.01 , 522.96,301365,271857,11.907 ,1.28,45.79,6.63,1.28 ,0.41
tectonic financial inc 9.00% fixed-to-floating,TECTP,10.30,"10.28,10.28",10.27,10.17 x 900,None,10.27 , 10.48,10.20 , 10.80,1109,1201,41.732 ,N/A,4.78,2.15,0.90 ,8.64
tarena intl adr,TEDU,5.36,"5.56,5.56",5.74,2.23 x 1000,None,5.19 , 5.75,1.46 , 8.25,8960,28453,59.321 ,-0.54,N/A,-4.32,N/A ,None
tekkorp digital acquisition corp cl a,TEKK,10.04,"10.05,10.05",10.05,0.00 x 46000,None,10.04 , 10.05,9.76 , 10.40,34733,75073,313.75 ,N/A,35.86,0.28,N/A ,None
